00;0;0.000000;0.000000;0.000;0.00;0.00;0.00;0.02;-0.22;9.88;0.00;0.00;0.00;6.88;37.00;-38.38;0.00;0.00;0.07;0.03;-0.22;9.80;1.00;-0.01;-0.00;0.00;7325
00;0;0;0;0;0;0;0;0.01;-0.24;9.79;0.00;0.12;-0.12;6.56;36.56;-38.25;-0.01;0.00;0.01;0.03;-0.22;9.80;1.00;-0.01;-0.00;0.00;7505
00;0;0;0;0;0;0;0;0.03;-0.24;9.90;0.00;0.06;-0.12;7.69;37.00;-39.06;-0.01;0.00;0.10;0.03;-0.22;9.80;1.00;-0.01;-0.00;0.00;7601
00;0;0;0;0;0;0;0;0.04;-0.22;9.88;0.12;0.12;0.06;8.00;38.75;-39.88;0.01;0.00;0.07;0.03;-0.22;9.80;1.00;-0.01;-0.00;0.00;7700
00;0;0;0;0;0;0;0;0.03;-0.22;9.87;0.19;0.00;0.06;8.38;38.06;-38.75;0.00;0.00;0.06;0.03;-0.22;9.80;1.00;-0.01;-0.00;0.00;7795
00;0;0;0;0;0;0;0;0.04;-0.22;9.88;0.06;0.06;0.00;7.69;36.25;-39.88;0.00;0.00;0.08;0.03;-0.22;9.80;1.00;-0.01;-0.00;0.00;7890
00;0;0;0;0;0;0;0;0.03;-0.23;9.88;0.00;0.12;-0.12;7.25;36.56;-39.56;0.00;-0.01;0.07;0.03;-0.22;9.80;1.00;-0.01;-0.00;0.00;7984
00;0;0;0;0;0;0;0;0.01;-0.23;9.85;0.19;0.19;0.00;7.25;38.38;-38.38;0.00;0.00;0.08;0.03;-0.22;9.80;1.00;-0.01;-0.00;0.00;8083
00;0;0;0;0;0;0;0;0.03;-0.21;9.85;0.00;0.06;0.00;7.25;37.75;-38.75;-0.01;0.00;0.07;0.03;-0.22;9.80;1.00;-0.01;-0.00;0.00;8177
00;0;0;0;0;0;0;0;0.03;-0.22;9.83;-0.06;-0.25;0.00;7.25;37.75;-37.88;0.00;0.00;0.02;0.03;-0.22;9.80;1.00;-0.01;-0.00;0.00;8272
00;0;0.000000;0.000000;0.000;0.00;0.00;0.00;0.03;-0.22;9.81;-0.06;0.06;-0.19;7.25;37.75;-39.06;0.02;-0.01;0.03;0.03;-0.22;9.80;1.00;-0.01;-0.00;0.00;8507
00;0;0;0;0;0;0;0;0.02;-0.23;9.87;0.06;0.12;0.00;6.88;36.56;-38.75;0.00;-0.01;0.06;0.03;-0.22;9.80;1.00;-0.01;-0.00;0.00;8556
00;0;0;0;0;0;0;0;0.02;-0.22;9.91;0.06;-0.12;0.00;7.69;36.56;-39.56;0.00;-0.02;0.09;0.03;-0.22;9.80;1.00;-0.01;-0.00;0.00;8651
00;0;0;0;0;0;0;0;0.03;-0.22;9.89;-0.12;0.06;0.00;8.75;37.75;-39.56;0.00;0.00;0.08;0.03;-0.22;9.80;1.00;-0.01;-0.00;0.00;8753
00;0;0;0;0;0;0;0;0.00;-0.22;9.88;0.06;0.12;-0.06;6.88;37.38;-39.06;-0.02;0.00;0.06;0.03;-0.22;9.80;1.00;-0.01;-0.00;0.00;8847
00;0;0;0;0;0;0;0;0.03;-0.23;9.90;0.06;0.12;0.00;8.00;37.00;-38.75;0.00;0.00;0.10;0.03;-0.22;9.80;1.00;-0.01;-0.00;0.00;8946
00;0;0;0;0;0;0;0;0.02;-0.23;9.88;0.00;0.12;0.06;7.25;37.00;-39.06;-0.02;0.00;0.09;0.03;-0.22;9.80;1.00;-0.01;-0.00;0.00;9041
00;0;0;0;0;0;0;0;0.03;-0.20;9.87;-0.06;-0.06;0.06;6.19;37.38;-38.38;0.00;0.02;0.06;0.03;-0.22;9.80;1.00;-0.01;-0.00;0.00;9136
00;0;0;0;0;0;0;0;0.03;-0.23;9.87;0.00;0.00;0.00;6.19;37.75;-39.06;0.00;0.00;0.08;0.03;-0.22;9.80;1.00;-0.01;-0.00;0.00;9229
00;0;0;0;0;0;0;0;0.02;-0.22;9.83;0.06;0.00;0.06;6.88;37.00;-40.25;-0.01;0.00;0.03;0.03;-0.22;9.80;1.00;-0.01;-0.00;0.00;9329
00;0;0.000000;0.000000;0.000;0.00;0.00;0.00;0.03;-0.22;9.85;0.06;-0.19;0.00;8.00;37.38;-39.06;0.00;-0.01;0.04;0.03;-0.22;9.80;1.00;-0.01;-0.00;0.00;9517
00;0;0;0;0;0;0;0;0.04;-0.21;9.81;-0.06;-0.12;0.06;7.69;37.38;-39.56;0.00;0.01;0.01;0.03;-0.22;9.80;1.00;-0.01;-0.00;0.00;9562
00;0;0;0;0;0;0;0;0.04;-0.23;9.89;0.00;-0.19;-0.06;6.88;36.25;-40.25;0.00;0.00;-0.01;0.03;-0.22;9.80;1.00;-0.01;-0.00;0.00;9657
